Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Тазовский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2011;0;0;0;0;0;0;0;0;0;0;0;0;0
Тара;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2011;11,9;3,1;6,5;39,5;20,9;85,6;52,4;35,2;30,9;37,4;64,2;53,5;441,1
Тиличики;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2011;97;125;143;132;125;132;133;133;152;152;150;180;1654
Троицко-Печорск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2011;307,2;346,7;445,9;423,5;344,7;381,3;408,6;530,7;427,7;474,5;482,1;615,5;5188,4
Удское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2011;185,21;203,4;235,82;256,49;225,2;273,2;281,75;262,1;308,72;310,08;250,82;415,27;3208,06
Ухта;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2011;24,04;12,18;12,63;8,58;11,25;9,37;9,38;8,35;28,32;11,98;15,51;13,73;165,32
Хабаровск(Новый);2011;1097,97;1246,91;1659,62;2038,36;1908,81;1892,55;1960,48;1803,81;1974,61;2186,52;1956,27;1813,43;21539,34
Хандыга;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2011;31,8;90,24;95,95;64,55;56,35;55,62;56;65,99;65,99;72,99;80,56;88,92;824,96
Харута;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2011;103,42;118,8;244,79;169,57;167,77;129,31;129,91;162,72;184,64;225,37;206,53;301,45;2144,28
Херпучи;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2011;171,83;185,32;213,4;228,03;346,6;226,15;302,39;233,6;380,76;228,81;235,87;317;3069,76
Череповец;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2011;106,02;135,37;142,17;121,88;126,78;118,68;132,6;174,12;167,98;195,77;189,53;210,12;1821,02
Чокурдах;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2011;763;868,8;965,9;1043,5;904,4;1220,2;1337,7;1689,2;1534,3;1445,1;1207,2;1445,4;14424,7
Якутск;2011;496,3;776,06;919,51;1039,31;1063,46;1076,5;1099,64;1052,62;1229,94;1213,71;1513,71;1716,6;13197,36
Якутск(Маган);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2011;5,36;4,58;3,35;5,2;0,78;5,21;5,39;5,87;4,64;8,15;5,5;6,11;60,14
Ярославль(Туношна);2011;471,8;863,5;956,5;1030,4;629,9;0;1037,43;983,9;450,4;926,2;1409,78;1253,47;10013,28
Ярцево;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2010;35,1;192,2;55,2;108,7;118,8;69,3;87,7;77;181,4;88,5;83,3;110,6;1207,8
Айхал;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2010;84;119;154;277;213;170;135;80;130;191;147;352;2052
Анапа(Витязево);2010;14,62;21,43;25,1;25,25;34,66;59,19;89,76;91,2;62,42;47,53;31,6;29,72;532,48
Антипаюта;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2010;122,8;156;181,8;238,5;483,2;191,7;263,4;153,5;200,22;191,3;353,9;479,2;3015,52
Астрахань(Нариманово);2010;55,41;41,91;52,75;71,97;51,71;50,99;68,19;63,94;76,19;71,23;63,54;71,06;738,89
Ачинск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Батагай;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2010;15,5;15,1;16,7;47,7;66,9;52,7;49,1;43,2;57;54,8;85,8;55,1;559,6
Белушье;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2010;64,5;68;85,8;94,2;101,35;105,6;111,1;145,4;133,8;128,8;145,4;141;1324,95
Бованенково;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2010;2,08;1,33;1,77;2,05;1,88;3,34;3,2;3,86;3,55;4,63;3,63;3,69;35,01
Буревестник;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2010;1080,3;1382,7;1462,6;2116,1;2304,5;2010,7;1853,2;2433,8;2839,1;3180,4;2623,3;2459,2;25745,9
Владикавказ(Беслан);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2010;60;59;80;50;68;63;53;70;83;66;72;77;801
Вологда;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2010;38,84;55,87;72,39;72,73;63,02;68,72;74,95;60,33;48,3;50,93;44,2;53,03;703,31
Воронеж(Чертовицкое);2010;10,34;11,88;18,74;10,59;14,75;15,4;17,51;21,15;19,66;26,58;22,25;29,76;218,61
Вуктыл;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2010;801,17;1260,32;1708,42;2085,42;1991,51;1718,64;1770,17;2284,05;2198,82;2297,53;2049,13;2145,77;22310,95
Екатеринбург(Уктус);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Иваново(Южный);2010;5,6;141,5;93,1;137,9;136,5;51,6;46,06;46,06;90,21;193,54;24;54,74;1020,81
Игарка;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Игрим;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2010;636,33;692,83;924,89;852,61;1033,87;867,46;912,94;891,46;1012,73;1047,42;1133,16;1241,16;11246,86
Кавалерово;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2010;160,66;223,08;207,26;661,77;458,54;271,89;218,34;213,73;298,81;211,19;317,49;447,55;3690,31
Казачинское(Казачинск);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Калининград(Храброво);2010;152,41;237,11;264,64;250,33;224,68;227,07;271,82;264,88;316,07;313,55;304,7;435,23;3262,49
Калуга;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2010;213,24;309,86;311,75;522,63;472,85;459,93;447,57;368,69;391,53;426,15;512,99;639,18;5076,37
Кепервеем;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2010;50,5;442,9;280,6;201,4;44,7;8,3;7,5;6,4;94,5;178,2;91;149,4;1555,4
Кодинск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2010;99;173,2;236,3;143,3;195,3;86,47;61,47;103,07;8,08;166,15;146,67;182,98;1601,99
Кондинское;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2010;331;446;530;583;693;742;687;711;696;703;630;761;7513
Красноселькуп;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2010;441,47;624,1;771,84;652,12;881,76;987,47;1052,43;1138,95;1089,87;1199,31;1271,83;1370,87;11482,02
Красноярск(Черемшанка);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2010;0,64;0,64;0,95;0,59;1,19;1,57;2,45;1,69;0,62;0,21;0,32;2,14;13,01
Лабожское;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2010;21,3;24,8;30;56,6;78,9;70,1;47,5;64,3;42,4;50;63,6;39,9;589,4
Лешуконское;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2010;262;337;372;390;415;448;485;474;537;511;360;400;4991
Магнитогорск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2010;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2010;128;105;105;108;123;115;150;160;177;178;160;186;1695
Мирный;2010;701,6;756,4;899,8;1363,3;1576,8;1391;897,4;795,8;1637,8;2071,6;1605,6;1883,2;15580,3
Москва(Быково);2010;33;0,72;110;113,7;65,2;41,4;58,06;3,23;0,52;0,26;0;0;426,09
Москва(Внуково);2010;1874,24;2339,27;2816,13;3125,82;3780,91;3005,56;3177,19;2994;3705,41;3406,94;3653,14;3869,24;37747,85
Москва(Домодедово);2010;7345,6;9131,25;11290,43;11103,62;10911,38;11028,71;11216,16;12297,94;13260,9;14626,1;14207,52;14477,08;140896,69
